"inventory_id","inventory_version","conceptual_activity","gcam_label_status","priority","include_in_mvp","gcam_cluster","gcam_sector","gcam_subsector","gcam_technology","gcam_fuel","activity_variable","activity_unit","direct_emissions_scope","process_emissions_possible","combustion_emissions_possible","electricity_only","air_quality_supplemental","scenario_driver","required_pollutants","preferred_ef_basis","annual_activity_source_ids","status","rationale","notes"
"agr_crop_residue_burning","0.2.0","Crop-residue burning","conceptual_pending_model_file","P2","false","agriculture_land","cropland","residue_burning","open_burning","crop_specific","dry_matter_burned","tonne dry matter burned","mixed_direct","true","true","false","false","crop residue production and burned share","NOx|SOx|PM2.5|PM10|TSP|VOCs|NH3|CO|BC","tonne dry matter burned","gcam_kaist_external|crop_statistics|capss_handbook_vii","partially_available","Burned dry matter is the physical denominator.","Open burning should not overlap with broader biomass burning."
"agr_machinery","0.2.0","Agricultural machinery","conceptual_pending_model_file","P1","true","agriculture_land","machinery","agriculture","agricultural_machinery","diesel_and_gasoline","machinery_fuel","litre fuel","mobile_combustion","false","true","false","false","equipment stock, hours, power, and fuel","NOx|SOx|PM2.5|PM10|TSP|VOCs|NH3|CO|BC","litre fuel","gcam_kaist_external|agricultural_machinery_stats|kesis_balance","available","CAPSS separates equipment type, model year, power, and load.","Fuel-specific annual effective factors are required."
"agr_forestry_machinery","0.2.0","Forestry machinery","conceptual_pending_model_file","P2","false","agriculture_land","machinery","forestry","forestry_machinery","diesel_and_gasoline","machinery_fuel","litre fuel","mobile_combustion","false","true","false","false","forestry equipment hours and fuel","NOx|SOx|PM2.5|PM10|TSP|VOCs|CO|BC","litre fuel","forestry_statistics|kesis_balance","proxy_required","Forestry machinery is not isolated in the current CAPSS taxonomy.","Use construction/agricultural equipment only as documented proxy."
"agr_fisheries_combustion","0.2.0","Fisheries direct fuel combustion","conceptual_pending_model_file","P1","true","agriculture_land","fisheries","fuel_combustion","fishing_operations","marine_diesel","marine_fuel_consumption","tonne marine fuel","mobile_combustion","false","true","false","false","fisheries effort and fuel","NOx|SOx|PM2.5|PM10|TSP|VOCs|NH3|CO|BC","tonne marine fuel","gcam_kaist_external|fisheries_statistics|kesis_balance|mof_ship_ef","partially_available","Covers represented fisheries energy outside double-counted vessel activity.","Coordinate with fishing-vessel transport boundary."
"wst_municipal_incineration","0.2.0","Municipal waste incineration","conceptual_pending_model_file","P1","true","waste","incineration","municipal","municipal_incinerator","municipal_waste","waste_incinerated","tonne waste treated","combustion_and_process","true","true","false","false","municipal waste throughput by facility","NOx|SOx|PM2.5|PM10|TSP|VOCs|NH3|CO|BC","tonne waste treated","gcam_kaist_external|waste_statistics|capss_handbook_vii","available","CAPSS has municipal-incineration factors and control distinctions.","Keep waste type and controls."
"wst_industrial_incineration","0.2.0","Industrial waste incineration","conceptual_pending_model_file","P1","true","waste","incineration","industrial","industrial_incinerator","industrial_waste","waste_incinerated","tonne waste treated","combustion_and_process","true","true","false","false","industrial waste throughput by type","NOx|SOx|PM2.5|PM10|TSP|VOCs|NH3|CO|BC","tonne waste treated","gcam_kaist_external|waste_statistics|capss_handbook_vii","available","Industrial waste factors differ from municipal waste.","Do not include refinery or chemical flares."
"wst_medical_incineration","0.2.0","Medical waste incineration","conceptual_pending_model_file","P2","false","waste","incineration","medical","medical_waste_incinerator","medical_waste","waste_incinerated","tonne waste treated","combustion_and_process","true","true","false","false","medical waste throughput","NOx|SOx|PM2.5|PM10|TSP|VOCs|NH3|CO|BC","tonne waste treated","waste_statistics|capss_handbook_vii","proxy_required","CAPSS public statistics aggregate medical with business waste.","Preserve as separate technology pending facility detail."
"wst_landfills","0.2.0","Landfills","conceptual_pending_model_file","P1","true","waste","landfill","municipal_and_industrial","landfill","waste","waste_landfilled","tonne waste landfilled","process","true","false","false","false","waste deposited and landfill-gas recovery","VOCs","tonne waste landfilled","gcam_kaist_external|waste_statistics|capss_handbook_vii","partially_available","Landfill VOC depends on waste history and gas recovery.","A stock-decay model may supersede the throughput proxy."
"wst_wastewater","0.2.0","Wastewater treatment","conceptual_pending_model_file","P1","true","waste","wastewater","all","wastewater_treatment","wastewater","wastewater_treated","cubic metre wastewater","process","true","false","false","false","wastewater flow and treatment type","VOCs|NH3","cubic metre wastewater","gcam_kaist_external|wastewater_statistics|capss_handbook_vii","partially_available","Industrial and residential/commercial treatment are distinct CAPSS sources.","Treatment technology and influent load may be needed."
"wst_open_burning","0.2.0","Open waste burning","conceptual_pending_model_file","P2","false","waste","open_burning","municipal","open_waste_burning","waste","waste_burned","tonne dry matter burned","mixed_direct","true","true","false","false","waste generation and open-burned fraction","NOx|SOx|PM2.5|PM10|TSP|VOCs|NH3|CO|BC","tonne dry matter burned","capss_annual|waste_statistics|capss_handbook_vii","not_yet_researched","Open burning is represented only where CAPSS/activity supports it.","Do not infer zero from missing activity."
"ene_refining_combustion","0.2.0","Oil refining combustion","conceptual_pending_model_file","P1","true","nonpower_energy_conversion","oil_refining","combustion","refinery_combustion","fuel_specific","refinery_fuel_consumption","TJ fuel","combustion","false","true","false","false","refinery throughput and fuel use","NOx|SOx|PM2.5|PM10|TSP|VOCs|NH3|CO|BC","TJ fuel consumed","gcam_kaist_external|kesis_survey|kesis_balance","available","CAPSS has refinery boiler, process-heater, and engine combustion.","Keep equipment and fuel distinctions."
"ene_refining_process","0.2.0","Oil refining process emissions","conceptual_pending_model_file","P1","true","nonpower_energy_conversion","oil_refining","process","refinery_process","crude_oil","refinery_throughput","tonne crude oil","process","true","false","false","false","refinery crude throughput","NOx|SOx|PM2.5|PM10|TSP|VOCs|CO","tonne crude oil","gcam_kaist_external|petroleum_statistics|kosis_industry","partially_available","Process emissions and sulfur recovery are separate from combustion.","Product storage/loading is separate."
"ene_flaring","0.2.0","Refinery flaring","conceptual_pending_model_file","P2","false","nonpower_energy_conversion","oil_refining","flaring","refinery_flare","flare_gas","flare_gas_energy","TJ flare gas","combustion","true","true","false","false","refinery throughput or measured flare gas","NOx|SOx|PM2.5|PM10|TSP|VOCs|NH3|CO|BC","TJ flare gas","capss_annual|petroleum_statistics","not_yet_researched","Flare gas activity is not currently available.","Do not allocate all refinery process emissions to flaring."
"ene_fuel_storage_loading","0.2.0","Fuel storage and loading","conceptual_pending_model_file","P1","true","nonpower_energy_conversion","fuel_distribution","storage_and_loading","fuel_storage_loading","petroleum_products","fuel_throughput","tonne fuel handled","fugitive","true","false","false","false","fuel throughput by product and stage","VOCs","tonne fuel handled","gcam_kaist_external|petroleum_statistics|capss_handbook_vii","partially_available","Tank, terminal, loading, and station controls alter VOC losses.","Avoid overlap with supplemental distribution losses."
"ene_hydrogen_smr","0.2.0","Natural-gas hydrogen production","conceptual_pending_model_file","P1","true","nonpower_energy_conversion","hydrogen","production","steam_methane_reforming","natural_gas","hydrogen_production","kg hydrogen","combustion_and_process","true","true","false","false","hydrogen production by route","NOx|SOx|PM2.5|PM10|TSP|VOCs|CO","kg hydrogen","gcam_kaist_external|kesis_balance|hydrogen_statistics","proxy_required","SMR direct combustion and process streams need technology factors.","Upstream electricity remains in power."
"ene_hydrogen_coal","0.2.0","Coal-based hydrogen production","conceptual_pending_model_file","P3","false","nonpower_energy_conversion","hydrogen","production","coal_gasification","coal","hydrogen_production","kg hydrogen","combustion_and_process","true","true","false","false","hydrogen production by route","NOx|SOx|PM2.5|PM10|TSP|VOCs|CO|BC","kg hydrogen","gcam_kaist_external|hydrogen_statistics","not_yet_researched","No direct Korean CAPSS one-to-one category is confirmed.","Gasification and auxiliary combustion need separate factors."
"ene_hydrogen_byproduct","0.2.0","By-product hydrogen","conceptual_pending_model_file","P3","false","nonpower_energy_conversion","hydrogen","production","byproduct_hydrogen","process_specific","hydrogen_production","kg hydrogen","process","true","false","false","false","hydrogen production by source industry","NOx|SOx|PM2.5|PM10|TSP|VOCs|CO","kg hydrogen","gcam_kaist_external|hydrogen_statistics","not_yet_researched","Allocation depends on refinery, coke-oven, or chemical origin.","Avoid double counting parent-industry process emissions."
"ene_hydrogen_electrolysis","0.2.0","Electrolytic hydrogen","conceptual_pending_model_file","P2","false","nonpower_energy_conversion","hydrogen","production","electrolysis","electricity","hydrogen_production","kg hydrogen","none_on_site","false","false","true","false","hydrogen production by route","","not applicable","gcam_kaist_external|hydrogen_statistics","not_applicable","Electrolysis has zero direct combustion emissions unless auxiliary fuel is explicit.","Electricity emissions remain in power."
"ene_hydrogen_biomass","0.2.0","Biomass-based hydrogen production","conceptual_pending_model_file","P3","false","nonpower_energy_conversion","hydrogen","production","biomass_gasification","biomass","hydrogen_production","kg hydrogen","combustion_and_process","true","true","false","false","hydrogen production by route","NOx|SOx|PM2.5|PM10|TSP|VOCs|CO|BC","kg hydrogen","gcam_kaist_external|hydrogen_statistics","not_yet_researched","No Korean factor/crosswalk is confirmed.","Keep biomass gasification distinct from open burning."
"aqs_solvent_use","0.2.0","Solvent and product use","not_applicable","P1","true","air_quality_supplemental","solvent_product_use","all","solvent_use","product_specific","solvent_consumption","tonne solvent consumed","supplemental_direct","true","false","false","true","industrial output, population, and solvent-product demand","VOCs","tonne solvent consumed","capss_annual|kosis_industry|capss_handbook_vii","partially_available","Important VOC source lacks a single energy-consuming GCAM cluster.","Allocate by product use; do not attach to unrelated fuel demand."
"aqs_construction_dust","0.2.0","Fugitive construction dust","not_applicable","P1","true","air_quality_supplemental","fugitive_dust","construction","construction_dust","not_applicable","construction_area","square metre constructed","supplemental_direct","true","false","false","true","construction floor area and project type","PM2.5|PM10|TSP","square metre constructed","construction_statistics|capss_handbook_vii","available","CAPSS distinguishes residential and non-residential construction.","Avoid overlap with construction machinery exhaust."
"aqs_paved_road_dust","0.2.0","Paved-road resuspended dust","not_applicable","P1","true","air_quality_supplemental","fugitive_dust","paved_road","paved_road_dust","not_applicable","vehicle_distance","vehicle-km","supplemental_direct","true","false","false","true","road vehicle-km, silt loading, and precipitation","PM2.5|PM10|TSP","vehicle-km","molit_traffic|capss_handbook_vii","available","Non-exhaust road dust is not a tailpipe factor.","Allocate by road/vehicle class without duplicating travel."
"aqs_unpaved_road_dust","0.2.0","Unpaved-road dust","not_applicable","P3","false","air_quality_supplemental","fugitive_dust","unpaved_road","unpaved_road_dust","not_applicable","vehicle_distance","vehicle-km","supplemental_direct","true","false","false","true","unpaved road vehicle-km and surface properties","PM2.5|PM10|TSP","vehicle-km","molit_traffic|capss_handbook_vii","partially_available","CAPSS has an explicit unpaved-road source.","Scenario driver is unresolved beyond traffic activity."
"aqs_fuel_distribution_losses","0.2.0","Fuel distribution losses","not_applicable","P2","false","air_quality_supplemental","fuel_distribution","losses","distribution_losses","petroleum_products","fuel_throughput","tonne fuel handled","supplemental_direct","true","false","false","true","fuel sales and distribution controls","VOCs","tonne fuel handled","petroleum_statistics|capss_handbook_vii","partially_available","Captures losses not represented in energy-conversion activities.","Reconcile with storage/loading row to prevent double counting."
"aqs_open_biomass_burning","0.2.0","Open biomass burning","not_applicable","P3","false","air_quality_supplemental","biomass_burning","open_burning","open_biomass_burning","biomass","dry_matter_burned","tonne dry matter burned","supplemental_direct","true","true","false","true","burned area, crop residue, and dry-matter load","NOx|SOx|PM2.5|PM10|TSP|VOCs|NH3|CO|BC","tonne dry matter burned","capss_annual|crop_statistics|capss_handbook_vii","proxy_required","Supplemental source for biomass burning outside modeled crop residues.","Reconcile with crop-residue burning and wildfire inventories."
"aqs_commercial_cooking_aerosol","0.2.0","Commercial meat-grilling aerosol","not_applicable","P2","false","air_quality_supplemental","biomass_burning","commercial_cooking","commercial_grilling","food_and_cooking_method","food_grilled","tonne food grilled","supplemental_direct","true","true","false","true","commercial meat consumption by species and cooking method","NOx|SOx|PM2.5|PM10|TSP|VOCs|NH3|CO","tonne food grilled","capss_annual|livestock_product_statistics|capss_handbook_vii","available","CAPSS supplies Korean species- and cooking-method factors in g/kg food.","Keep food aerosol separate from the fuel-energy combustion in bld_commercial_cooking."
"aqs_charcoal_kiln","0.2.0","Charcoal-kiln emissions","not_applicable","P3","false","air_quality_supplemental","biomass_burning","charcoal_production","charcoal_kiln","wood","dry_wood_charged","tonne dry wood","supplemental_direct","true","true","false","true","charcoal feedstock and kiln wood use","NOx|SOx|PM2.5|PM10|TSP|VOCs|NH3|CO","tonne dry wood","capss_annual|forestry_statistics|capss_handbook_vii","available","CAPSS supplies a Korean charcoal-kiln factor table in g/kg wood.","Convert reported cubic-metre activity with the documented 800 kg/m3 wood density."
"aqs_road_tire_brake_wear","0.2.0","Road tire and brake wear","not_applicable","P2","false","air_quality_supplemental","fugitive_dust","road_nonexhaust","tire_brake_wear","vehicle_class_specific","vehicle_distance","vehicle-km","supplemental_direct","true","false","false","true","vehicle-km by class, size, and driving pattern","PM2.5|PM10|TSP","vehicle-km","molit_traffic|capss_road_nonexhaust_2025","restricted_source","CAPSS finalized a Korean tire/brake non-exhaust method in 2025, but the row-level factors are not yet published.","Keep wear emissions separate from paved-road resuspension and tailpipe exhaust."
