"crosswalk_id","inventory_id","gcam_cluster","gcam_sector","gcam_subsector","gcam_technology","gcam_fuel","capss_major_category","capss_intermediate_category","capss_minor_category","capss_detail_category","capss_fuel_or_process","match_status","allocation_rule","double_counting_risk","boundary_note","source_id","notes"
"cw_bld_commercial_water_heat_commercial_public","bld_commercial_water_heat","buildings","commercial","water_heating","direct_combustion","fuel_specific","비산업 연소","상업 및 공공기관시설","1,2,3종(보일러)","","fuel specific","aggregate_proxy","allocate_by_commercial_public_end_use_fuel","high","CAPSS combines commercial and public facilities and does not identify end use.","capss_handbook_vii","Use building-class and service shares; prevent reuse of the same CAPSS total."
"cw_bld_commercial_cooking_commercial_public","bld_commercial_cooking","buildings","commercial","cooking","cooking_combustion","natural_gas_and_LPG","비산업 연소","상업 및 공공기관시설","기타","","natural gas and LPG","aggregate_proxy","allocate_by_commercial_public_end_use_fuel","high","CAPSS combines commercial and public facilities and does not identify end use.","capss_handbook_vii","Use building-class and service shares; prevent reuse of the same CAPSS total."
"cw_bld_public_space_heat_commercial_public","bld_public_space_heat","buildings","public","space_heating","direct_combustion","fuel_specific","비산업 연소","상업 및 공공기관시설","1,2,3종(보일러)","","fuel specific","aggregate_proxy","allocate_by_commercial_public_end_use_fuel","high","CAPSS combines commercial and public facilities and does not identify end use.","capss_handbook_vii","Use building-class and service shares; prevent reuse of the same CAPSS total."
"cw_bld_public_water_heat_commercial_public","bld_public_water_heat","buildings","public","water_heating","direct_combustion","fuel_specific","비산업 연소","상업 및 공공기관시설","1,2,3종(보일러)","","fuel specific","aggregate_proxy","allocate_by_commercial_public_end_use_fuel","high","CAPSS combines commercial and public facilities and does not identify end use.","capss_handbook_vii","Use building-class and service shares; prevent reuse of the same CAPSS total."
"cw_agr_livestock_cattle_manure","agr_livestock_cattle","agriculture_land","livestock","cattle","cattle","not_applicable","농업","분뇨관리","일반 소","","animal population","exact","one_to_one","low","Species manure-management boundary aligns.","capss_handbook_vii","Housing storage and application remain internal factor stages."
"cw_agr_livestock_cattle_dust","agr_livestock_cattle","agriculture_land","livestock","cattle","cattle","not_applicable","비산먼지","축산활동","한육우","","animal population","exact","one_to_one","medium","Species dust boundary aligns; separate pollutant process from manure NH3.","capss_handbook_vii","Do not duplicate particulate across housing components."
"cw_agr_livestock_dairy_manure","agr_livestock_dairy","agriculture_land","livestock","dairy_cattle","dairy_cattle","not_applicable","농업","분뇨관리","젖소","","animal population","exact","one_to_one","low","Species manure-management boundary aligns.","capss_handbook_vii","Housing storage and application remain internal factor stages."
"cw_agr_livestock_dairy_dust","agr_livestock_dairy","agriculture_land","livestock","dairy_cattle","dairy_cattle","not_applicable","비산먼지","축산활동","젖소","","animal population","exact","one_to_one","medium","Species dust boundary aligns; separate pollutant process from manure NH3.","capss_handbook_vii","Do not duplicate particulate across housing components."
"cw_agr_livestock_swine_manure","agr_livestock_swine","agriculture_land","livestock","swine","swine","not_applicable","농업","분뇨관리","돼지","","animal population","exact","one_to_one","low","Species manure-management boundary aligns.","capss_handbook_vii","Housing storage and application remain internal factor stages."
"cw_agr_livestock_swine_dust","agr_livestock_swine","agriculture_land","livestock","swine","swine","not_applicable","비산먼지","축산활동","돼지","","animal population","exact","one_to_one","medium","Species dust boundary aligns; separate pollutant process from manure NH3.","capss_handbook_vii","Do not duplicate particulate across housing components."
"cw_agr_livestock_poultry_manure","agr_livestock_poultry","agriculture_land","livestock","poultry","poultry","not_applicable","농업","분뇨관리","닭","","animal population","exact","one_to_one","low","Species manure-management boundary aligns.","capss_handbook_vii","Housing storage and application remain internal factor stages."
"cw_agr_livestock_poultry_dust","agr_livestock_poultry","agriculture_land","livestock","poultry","poultry","not_applicable","비산먼지","축산활동","닭","","animal population","exact","one_to_one","medium","Species dust boundary aligns; separate pollutant process from manure NH3.","capss_handbook_vii","Do not duplicate particulate across housing components."
"cw_agr_livestock_other_manure","agr_livestock_other","agriculture_land","livestock","other","other_livestock","not_applicable","농업","분뇨관리","기타","","animal population","aggregate_proxy","allocate_by_species_population","high","Other livestock pools incompatible species factors.","capss_handbook_vii","Expand by native species before EF use."
"cw_agr_fertilizer_cropland","agr_fertilizer","agriculture_land","cropland","fertilizer","fertilizer_application","fertilizer_specific","농업","비료사용농경지","농경지","","nitrogen applied by fertilizer crop method","exact","one_to_one","low","Nitrogen-applied boundary aligns.","capss_handbook_vii","Annual factor must still be fertilizer/crop/method weighted."
"cw_agr_crop_residue_burning_과수","agr_crop_residue_burning","agriculture_land","cropland","residue_burning","open_burning","crop_specific","생물성 연소","농업잔재물 소각","과수","","dry matter burned","documented_proxy","allocate_by_crop_dry_matter_burned","medium","Aggregate residue activity spans native crops.","capss_handbook_vii","Avoid supplemental open-biomass overlap."
"cw_agr_crop_residue_burning_두류","agr_crop_residue_burning","agriculture_land","cropland","residue_burning","open_burning","crop_specific","생물성 연소","농업잔재물 소각","두류","","dry matter burned","documented_proxy","allocate_by_crop_dry_matter_burned","medium","Aggregate residue activity spans native crops.","capss_handbook_vii","Avoid supplemental open-biomass overlap."
"cw_agr_crop_residue_burning_맥류","agr_crop_residue_burning","agriculture_land","cropland","residue_burning","open_burning","crop_specific","생물성 연소","농업잔재물 소각","맥류","","dry matter burned","documented_proxy","allocate_by_crop_dry_matter_burned","medium","Aggregate residue activity spans native crops.","capss_handbook_vii","Avoid supplemental open-biomass overlap."
"cw_agr_crop_residue_burning_잡곡","agr_crop_residue_burning","agriculture_land","cropland","residue_burning","open_burning","crop_specific","생물성 연소","농업잔재물 소각","잡곡","","dry matter burned","documented_proxy","allocate_by_crop_dry_matter_burned","medium","Aggregate residue activity spans native crops.","capss_handbook_vii","Avoid supplemental open-biomass overlap."
"cw_agr_crop_residue_burning_채소","agr_crop_residue_burning","agriculture_land","cropland","residue_burning","open_burning","crop_specific","생물성 연소","농업잔재물 소각","채소","","dry matter burned","documented_proxy","allocate_by_crop_dry_matter_burned","medium","Aggregate residue activity spans native crops.","capss_handbook_vii","Avoid supplemental open-biomass overlap."
"cw_agr_crop_residue_burning_특용작물","agr_crop_residue_burning","agriculture_land","cropland","residue_burning","open_burning","crop_specific","생물성 연소","농업잔재물 소각","특용작물","","dry matter burned","documented_proxy","allocate_by_crop_dry_matter_burned","medium","Aggregate residue activity spans native crops.","capss_handbook_vii","Avoid supplemental open-biomass overlap."
"cw_agr_machinery_경운기","agr_machinery","agriculture_land","machinery","agriculture","agricultural_machinery","diesel_and_gasoline","비도로이동오염원","농업기계","경운기","","fuel power year","documented_proxy","allocate_by_equipment_power_year_hours","medium","Aggregate machinery fuel must be split across native equipment.","capss_handbook_vii","Retain fuel and model year."
"cw_agr_machinery_분무기류","agr_machinery","agriculture_land","machinery","agriculture","agricultural_machinery","diesel_and_gasoline","비도로이동오염원","농업기계","분무기류","","fuel power year","documented_proxy","allocate_by_equipment_power_year_hours","medium","Aggregate machinery fuel must be split across native equipment.","capss_handbook_vii","Retain fuel and model year."
"cw_agr_machinery_양수기","agr_machinery","agriculture_land","machinery","agriculture","agricultural_machinery","diesel_and_gasoline","비도로이동오염원","농업기계","양수기","","fuel power year","documented_proxy","allocate_by_equipment_power_year_hours","medium","Aggregate machinery fuel must be split across native equipment.","capss_handbook_vii","Retain fuel and model year."
"cw_agr_machinery_이앙기","agr_machinery","agriculture_land","machinery","agriculture","agricultural_machinery","diesel_and_gasoline","비도로이동오염원","농업기계","이앙기","","fuel power year","documented_proxy","allocate_by_equipment_power_year_hours","medium","Aggregate machinery fuel must be split across native equipment.","capss_handbook_vii","Retain fuel and model year."
"cw_agr_machinery_콤바인","agr_machinery","agriculture_land","machinery","agriculture","agricultural_machinery","diesel_and_gasoline","비도로이동오염원","농업기계","콤바인","","fuel power year","documented_proxy","allocate_by_equipment_power_year_hours","medium","Aggregate machinery fuel must be split across native equipment.","capss_handbook_vii","Retain fuel and model year."
"cw_agr_machinery_탈곡기","agr_machinery","agriculture_land","machinery","agriculture","agricultural_machinery","diesel_and_gasoline","비도로이동오염원","농업기계","탈곡기","","fuel power year","documented_proxy","allocate_by_equipment_power_year_hours","medium","Aggregate machinery fuel must be split across native equipment.","capss_handbook_vii","Retain fuel and model year."
"cw_agr_machinery_트랙터","agr_machinery","agriculture_land","machinery","agriculture","agricultural_machinery","diesel_and_gasoline","비도로이동오염원","농업기계","트랙터","","fuel power year","documented_proxy","allocate_by_equipment_power_year_hours","medium","Aggregate machinery fuel must be split across native equipment.","capss_handbook_vii","Retain fuel and model year."
"cw_agr_machinery_파종기","agr_machinery","agriculture_land","machinery","agriculture","agricultural_machinery","diesel_and_gasoline","비도로이동오염원","농업기계","파종기","","fuel power year","documented_proxy","allocate_by_equipment_power_year_hours","medium","Aggregate machinery fuel must be split across native equipment.","capss_handbook_vii","Retain fuel and model year."
"cw_agr_forestry_machinery_unresolved","agr_forestry_machinery","agriculture_land","machinery","forestry","forestry_machinery","diesel_and_gasoline","","","","","research gap","unresolved","research_required","medium","Forestry machinery is not explicit in the CAPSS public nonroad hierarchy.","capss_handbook_vii","Forestry machinery is not explicit in the CAPSS public nonroad hierarchy."
"cw_agr_fisheries_combustion_fishing","agr_fisheries_combustion","agriculture_land","fisheries","fuel_combustion","fishing_operations","marine_diesel","비도로이동오염원","선박","어선","","marine diesel","documented_proxy","assign_to_single_owning_module","high","Same physical source can appear under transport fishing vessels.","capss_handbook_vii","Do not aggregate both inventory rows; ownership is scenario-dependent."
"cw_wst_municipal_incineration_municipal","wst_municipal_incineration","waste","incineration","municipal","municipal_incinerator","municipal_waste","폐기물처리","폐기물소각","생활폐기물","","tonne municipal waste","exact","one_to_one","low","Waste type and treatment boundary align.","capss_handbook_vii","Controls remain EF dimensions."
"cw_wst_industrial_incineration_industrial","wst_industrial_incineration","waste","incineration","industrial","industrial_incinerator","industrial_waste","폐기물처리","폐기물소각","사업장폐기물(플레어링 제외)","","tonne industrial waste","exact","one_to_one","low","Industrial incineration excludes flaring explicitly.","capss_handbook_vii","Medical allocation is separate."
"cw_wst_medical_incineration_business","wst_medical_incineration","waste","incineration","medical","medical_waste_incinerator","medical_waste","폐기물처리","폐기물소각","사업장폐기물(플레어링 제외)","","tonne medical waste","aggregate_proxy","allocate_by_medical_waste_throughput","high","Medical waste is embedded in business-waste incineration.","capss_handbook_vii","Subtract from industrial total before separate use."
"cw_wst_landfills_landfill","wst_landfills","waste","landfill","municipal_and_industrial","landfill","waste","폐기물처리","기타 폐기물 처리","매립","","waste deposited and gas recovery","exact","one_to_one","low","Treatment boundary aligns.","capss_handbook_vii","Historical waste stock may be required."
"cw_wst_wastewater_industrial","wst_wastewater","waste","wastewater","all","wastewater_treatment","wastewater","폐기물처리","기타 폐기물 처리","산업폐수 처리","","cubic metre industrial wastewater","documented_proxy","allocate_by_wastewater_type_flow","medium","Inventory row combines wastewater types.","capss_handbook_vii","Weight treatment types and prevent overlap."
"cw_wst_wastewater_residential_commercial","wst_wastewater","waste","wastewater","all","wastewater_treatment","wastewater","폐기물처리","기타 폐기물 처리","주거와 상업폐수 처리","","cubic metre municipal wastewater","documented_proxy","allocate_by_wastewater_type_flow","medium","Inventory row combines wastewater types.","capss_handbook_vii","Weight treatment types and prevent overlap."
"cw_wst_open_burning_open","wst_open_burning","waste","open_burning","municipal","open_waste_burning","waste","생물성 연소","노천 소각","생활폐기물 소각","","dry waste burned","exact","one_to_one","low","Open-burning boundary aligns.","capss_handbook_vii","Do not mix with controlled municipal incineration."
"cw_ene_refining_combustion_1_2_3종_보일러","ene_refining_combustion","nonpower_energy_conversion","oil_refining","combustion","refinery_combustion","fuel_specific","에너지산업 연소","석유정제시설","1,2,3종(보일러)","","fuel specific","documented_proxy","allocate_by_equipment_fuel","medium","Aggregate refinery fuel must be split by equipment.","capss_handbook_vii","Process emissions are excluded."
"cw_ene_refining_combustion_공정로","ene_refining_combustion","nonpower_energy_conversion","oil_refining","combustion","refinery_combustion","fuel_specific","에너지산업 연소","석유정제시설","공정로","","fuel specific","documented_proxy","allocate_by_equipment_fuel","medium","Aggregate refinery fuel must be split by equipment.","capss_handbook_vii","Process emissions are excluded."
"cw_ene_refining_combustion_내연기관","ene_refining_combustion","nonpower_energy_conversion","oil_refining","combustion","refinery_combustion","fuel_specific","에너지산업 연소","석유정제시설","내연기관","","fuel specific","documented_proxy","allocate_by_equipment_fuel","medium","Aggregate refinery fuel must be split by equipment.","capss_handbook_vii","Process emissions are excluded."
"cw_ene_refining_process_processing","ene_refining_process","nonpower_energy_conversion","oil_refining","process","refinery_process","crude_oil","생산공정","석유제품산업","석유제품가공","","crude throughput","documented_proxy","allocate_by_refinery_process","medium","Refinery process row includes multiple process units.","capss_handbook_vii","Combustion and storage are excluded."
"cw_ene_refining_process_sulfur_recovery","ene_refining_process","nonpower_energy_conversion","oil_refining","process","refinery_process","crude_oil","생산공정","석유제품산업","석유제품가공-유황회수시설","","sulfur recovery throughput","documented_proxy","allocate_by_sulfur_recovery_throughput","medium","Sulfur recovery is a separate process component.","capss_handbook_vii","Prevent overlap with general refining process."
"cw_ene_flaring_unresolved","ene_flaring","nonpower_energy_conversion","oil_refining","flaring","refinery_flare","flare_gas","","","","","research gap","unresolved","research_required","medium","CAPSS industrial-incineration category explicitly excludes flaring and no exact refinery-flare row is confirmed.","capss_handbook_vii","CAPSS industrial-incineration category explicitly excludes flaring and no exact refinery-flare row is confirmed."
"cw_ene_fuel_storage_loading_storage","ene_fuel_storage_loading","nonpower_energy_conversion","fuel_distribution","storage_and_loading","fuel_storage_loading","petroleum_products","생산공정","석유제품산업","석유제품 저장 및 취급","","product throughput","documented_proxy","allocate_by_product_tank_control","medium","Refinery product handling overlaps distribution stages if boundaries are not explicit.","capss_handbook_vii","Use facility stage ownership."
"cw_ene_fuel_storage_loading_수송_및_저유소_주유소_제외","ene_fuel_storage_loading","nonpower_energy_conversion","fuel_distribution","storage_and_loading","fuel_storage_loading","petroleum_products","에너지수송 및 저장","휘발유 공급","수송 및 저유소(주유소 제외)","","gasoline throughput","documented_proxy","allocate_by_distribution_stage_control","high","One activity maps to multiple distribution stages.","capss_handbook_vii","Reconcile supplemental distribution losses."
"cw_ene_fuel_storage_loading_정유사_출하기지","ene_fuel_storage_loading","nonpower_energy_conversion","fuel_distribution","storage_and_loading","fuel_storage_loading","petroleum_products","에너지수송 및 저장","휘발유 공급","정유사 출하기지","","gasoline throughput","documented_proxy","allocate_by_distribution_stage_control","high","One activity maps to multiple distribution stages.","capss_handbook_vii","Reconcile supplemental distribution losses."
"cw_ene_fuel_storage_loading_주유소_주유시_포함","ene_fuel_storage_loading","nonpower_energy_conversion","fuel_distribution","storage_and_loading","fuel_storage_loading","petroleum_products","에너지수송 및 저장","휘발유 공급","주유소(주유시 포함)","","gasoline throughput","documented_proxy","allocate_by_distribution_stage_control","high","One activity maps to multiple distribution stages.","capss_handbook_vii","Reconcile supplemental distribution losses."
"cw_ene_hydrogen_smr_unresolved","ene_hydrogen_smr","nonpower_energy_conversion","hydrogen","production","steam_methane_reforming","natural_gas","","","","","research gap","unresolved","research_required","medium","No confirmed CAPSS hydrogen-production source maps one-to-one to SMR.","capss_handbook_vii","No confirmed CAPSS hydrogen-production source maps one-to-one to SMR."
"cw_ene_hydrogen_coal_unresolved","ene_hydrogen_coal","nonpower_energy_conversion","hydrogen","production","coal_gasification","coal","","","","","research gap","unresolved","research_required","medium","No confirmed CAPSS hydrogen-production source maps one-to-one to coal gasification.","capss_handbook_vii","No confirmed CAPSS hydrogen-production source maps one-to-one to coal gasification."
"cw_ene_hydrogen_byproduct_unresolved","ene_hydrogen_byproduct","nonpower_energy_conversion","hydrogen","production","byproduct_hydrogen","process_specific","","","","","research gap","unresolved","research_required","medium","Parent refinery coke or chemical emissions may already include by-product hydrogen.","capss_handbook_vii","Parent refinery coke or chemical emissions may already include by-product hydrogen."
"cw_ene_hydrogen_electrolysis_not_applicable","ene_hydrogen_electrolysis","nonpower_energy_conversion","hydrogen","production","electrolysis","electricity","","","","","none","not_applicable","none","low","Electrolysis has no direct combustion or process factor in this boundary.","capss_handbook_vii","Electrolysis has no direct combustion or process factor in this boundary."
"cw_ene_hydrogen_biomass_unresolved","ene_hydrogen_biomass","nonpower_energy_conversion","hydrogen","production","biomass_gasification","biomass","","","","","research gap","unresolved","research_required","medium","No confirmed CAPSS hydrogen-production source maps one-to-one to biomass gasification.","capss_handbook_vii","No confirmed CAPSS hydrogen-production source maps one-to-one to biomass gasification."
"cw_aqs_solvent_use_도장시설_기타_산업용_도장공정","aqs_solvent_use","air_quality_supplemental","solvent_product_use","all","solvent_use","product_specific","유기용제 사용","도장시설","기타 산업용 도장공정","","solvent or product activity","aggregate_proxy","allocate_by_product_use_and_control","high","Supplemental solvent row spans multiple CAPSS processes.","capss_handbook_vii","Expand all native rows before scenario calculation."
"cw_aqs_solvent_use_세정시설_기타_산업용_세정공정","aqs_solvent_use","air_quality_supplemental","solvent_product_use","all","solvent_use","product_specific","유기용제 사용","세정시설","기타 산업용 세정공정","","solvent or product activity","aggregate_proxy","allocate_by_product_use_and_control","high","Supplemental solvent row spans multiple CAPSS processes.","capss_handbook_vii","Expand all native rows before scenario calculation."
"cw_aqs_solvent_use_기타_유기용제사용_가정_및_상업용_유기용제사용","aqs_solvent_use","air_quality_supplemental","solvent_product_use","all","solvent_use","product_specific","유기용제 사용","기타 유기용제사용","가정 및 상업용 유기용제사용","","solvent or product activity","aggregate_proxy","allocate_by_product_use_and_control","high","Supplemental solvent row spans multiple CAPSS processes.","capss_handbook_vii","Expand all native rows before scenario calculation."
"cw_aqs_solvent_use_세탁시설_세탁_드라이크리닝","aqs_solvent_use","air_quality_supplemental","solvent_product_use","all","solvent_use","product_specific","유기용제 사용","세탁시설","세탁(드라이크리닝)","","solvent or product activity","aggregate_proxy","allocate_by_product_use_and_control","high","Supplemental solvent row spans multiple CAPSS processes.","capss_handbook_vii","Expand all native rows before scenario calculation."
"cw_aqs_construction_dust_주거시설","aqs_construction_dust","air_quality_supplemental","fugitive_dust","construction","construction_dust","not_applicable","비산먼지","건설공사","주거시설","","construction area","documented_proxy","allocate_by_construction_type_area_duration","medium","Construction area needs type and duration weights.","capss_handbook_vii","Machinery exhaust is excluded."
"cw_aqs_construction_dust_비주거시설","aqs_construction_dust","air_quality_supplemental","fugitive_dust","construction","construction_dust","not_applicable","비산먼지","건설공사","비주거시설","","construction area","documented_proxy","allocate_by_construction_type_area_duration","medium","Construction area needs type and duration weights.","capss_handbook_vii","Machinery exhaust is excluded."
"cw_aqs_paved_road_dust_승용차","aqs_paved_road_dust","air_quality_supplemental","fugitive_dust","paved_road","paved_road_dust","not_applicable","비산먼지","도로재비산먼지","승용차","","vehicle-km road silt precipitation","documented_proxy","allocate_by_vehicle_road_class_vehicle_km","medium","Aggregate road activity spans native vehicle classes.","capss_handbook_vii","Tailpipe emissions are excluded."
"cw_aqs_paved_road_dust_택시","aqs_paved_road_dust","air_quality_supplemental","fugitive_dust","paved_road","paved_road_dust","not_applicable","비산먼지","도로재비산먼지","택시","","vehicle-km road silt precipitation","documented_proxy","allocate_by_vehicle_road_class_vehicle_km","medium","Aggregate road activity spans native vehicle classes.","capss_handbook_vii","Tailpipe emissions are excluded."
"cw_aqs_paved_road_dust_승합차","aqs_paved_road_dust","air_quality_supplemental","fugitive_dust","paved_road","paved_road_dust","not_applicable","비산먼지","도로재비산먼지","승합차","","vehicle-km road silt precipitation","documented_proxy","allocate_by_vehicle_road_class_vehicle_km","medium","Aggregate road activity spans native vehicle classes.","capss_handbook_vii","Tailpipe emissions are excluded."
"cw_aqs_paved_road_dust_버스","aqs_paved_road_dust","air_quality_supplemental","fugitive_dust","paved_road","paved_road_dust","not_applicable","비산먼지","도로재비산먼지","버스","","vehicle-km road silt precipitation","documented_proxy","allocate_by_vehicle_road_class_vehicle_km","medium","Aggregate road activity spans native vehicle classes.","capss_handbook_vii","Tailpipe emissions are excluded."
"cw_aqs_paved_road_dust_화물차","aqs_paved_road_dust","air_quality_supplemental","fugitive_dust","paved_road","paved_road_dust","not_applicable","비산먼지","도로재비산먼지","화물차","","vehicle-km road silt precipitation","documented_proxy","allocate_by_vehicle_road_class_vehicle_km","medium","Aggregate road activity spans native vehicle classes.","capss_handbook_vii","Tailpipe emissions are excluded."
"cw_aqs_paved_road_dust_특수차","aqs_paved_road_dust","air_quality_supplemental","fugitive_dust","paved_road","paved_road_dust","not_applicable","비산먼지","도로재비산먼지","특수차","","vehicle-km road silt precipitation","documented_proxy","allocate_by_vehicle_road_class_vehicle_km","medium","Aggregate road activity spans native vehicle classes.","capss_handbook_vii","Tailpipe emissions are excluded."
"cw_aqs_paved_road_dust_rv","aqs_paved_road_dust","air_quality_supplemental","fugitive_dust","paved_road","paved_road_dust","not_applicable","비산먼지","도로재비산먼지","RV","","vehicle-km road silt precipitation","documented_proxy","allocate_by_vehicle_road_class_vehicle_km","medium","Aggregate road activity spans native vehicle classes.","capss_handbook_vii","Tailpipe emissions are excluded."
"cw_aqs_unpaved_road_dust_승용차","aqs_unpaved_road_dust","air_quality_supplemental","fugitive_dust","unpaved_road","unpaved_road_dust","not_applicable","비산먼지","비포장도로 비산먼지","승용차","","vehicle-km surface moisture","documented_proxy","allocate_by_vehicle_surface_vehicle_km","medium","Aggregate activity spans native classes and surface states.","capss_handbook_vii","Paved-road dust is excluded."
"cw_aqs_unpaved_road_dust_택시","aqs_unpaved_road_dust","air_quality_supplemental","fugitive_dust","unpaved_road","unpaved_road_dust","not_applicable","비산먼지","비포장도로 비산먼지","택시","","vehicle-km surface moisture","documented_proxy","allocate_by_vehicle_surface_vehicle_km","medium","Aggregate activity spans native classes and surface states.","capss_handbook_vii","Paved-road dust is excluded."
"cw_aqs_unpaved_road_dust_승합차","aqs_unpaved_road_dust","air_quality_supplemental","fugitive_dust","unpaved_road","unpaved_road_dust","not_applicable","비산먼지","비포장도로 비산먼지","승합차","","vehicle-km surface moisture","documented_proxy","allocate_by_vehicle_surface_vehicle_km","medium","Aggregate activity spans native classes and surface states.","capss_handbook_vii","Paved-road dust is excluded."
"cw_aqs_unpaved_road_dust_버스","aqs_unpaved_road_dust","air_quality_supplemental","fugitive_dust","unpaved_road","unpaved_road_dust","not_applicable","비산먼지","비포장도로 비산먼지","버스","","vehicle-km surface moisture","documented_proxy","allocate_by_vehicle_surface_vehicle_km","medium","Aggregate activity spans native classes and surface states.","capss_handbook_vii","Paved-road dust is excluded."
"cw_aqs_unpaved_road_dust_화물차","aqs_unpaved_road_dust","air_quality_supplemental","fugitive_dust","unpaved_road","unpaved_road_dust","not_applicable","비산먼지","비포장도로 비산먼지","화물차","","vehicle-km surface moisture","documented_proxy","allocate_by_vehicle_surface_vehicle_km","medium","Aggregate activity spans native classes and surface states.","capss_handbook_vii","Paved-road dust is excluded."
"cw_aqs_unpaved_road_dust_특수차","aqs_unpaved_road_dust","air_quality_supplemental","fugitive_dust","unpaved_road","unpaved_road_dust","not_applicable","비산먼지","비포장도로 비산먼지","특수차","","vehicle-km surface moisture","documented_proxy","allocate_by_vehicle_surface_vehicle_km","medium","Aggregate activity spans native classes and surface states.","capss_handbook_vii","Paved-road dust is excluded."
"cw_aqs_unpaved_road_dust_rv","aqs_unpaved_road_dust","air_quality_supplemental","fugitive_dust","unpaved_road","unpaved_road_dust","not_applicable","비산먼지","비포장도로 비산먼지","RV","","vehicle-km surface moisture","documented_proxy","allocate_by_vehicle_surface_vehicle_km","medium","Aggregate activity spans native classes and surface states.","capss_handbook_vii","Paved-road dust is excluded."
"cw_aqs_fuel_distribution_losses_수송_및_저유소_주유소_제외","aqs_fuel_distribution_losses","air_quality_supplemental","fuel_distribution","losses","distribution_losses","petroleum_products","에너지수송 및 저장","휘발유 공급","수송 및 저유소(주유소 제외)","","gasoline throughput","documented_proxy","assign_to_single_owning_module","high","Same CAPSS stages may be represented in energy-conversion storage/loading.","capss_handbook_vii","Choose one owning inventory row."
"cw_aqs_fuel_distribution_losses_정유사_출하기지","aqs_fuel_distribution_losses","air_quality_supplemental","fuel_distribution","losses","distribution_losses","petroleum_products","에너지수송 및 저장","휘발유 공급","정유사 출하기지","","gasoline throughput","documented_proxy","assign_to_single_owning_module","high","Same CAPSS stages may be represented in energy-conversion storage/loading.","capss_handbook_vii","Choose one owning inventory row."
"cw_aqs_fuel_distribution_losses_주유소_주유시_포함","aqs_fuel_distribution_losses","air_quality_supplemental","fuel_distribution","losses","distribution_losses","petroleum_products","에너지수송 및 저장","휘발유 공급","주유소(주유시 포함)","","gasoline throughput","documented_proxy","assign_to_single_owning_module","high","Same CAPSS stages may be represented in energy-conversion storage/loading.","capss_handbook_vii","Choose one owning inventory row."
"cw_aqs_open_biomass_burning_residue","aqs_open_biomass_burning","air_quality_supplemental","biomass_burning","open_burning","open_biomass_burning","biomass","생물성 연소","농업잔재물 소각","과수","","dry matter burned","aggregate_proxy","subtract_explicit_crop_residue_then_allocate_remaining","high","Crop-residue source overlaps explicit agriculture row.","capss_handbook_vii","Only residual open biomass belongs here."
"cw_aqs_open_biomass_burning_wildfire","aqs_open_biomass_burning","air_quality_supplemental","biomass_burning","open_burning","open_biomass_burning","biomass","기타 면오염원","산불 및 화재","산불","","burned area and fuel load","documented_proxy","allocate_by_burned_area_fuel_load","medium","Wildfire is supplemental and not an energy-consuming GCAM activity.","capss_handbook_vii","Keep natural-fire boundary explicit."
"cw_bld_residential_space_heat_화목난로","bld_residential_space_heat","buildings","residential","space_heating","direct_combustion","wood","생물성 연소","목재난로 및 보일러","화목난로 및 보일러","화목난로","wood consumed","documented_proxy","allocate_by_device_fuel_use","medium","The CAPSS device can serve space heat and must not be counted again as generic residential biomass.","capss_handbook_vii","Wood-boiler hot-water use remains separate."
"cw_bld_residential_space_heat_펠렛난로","bld_residential_space_heat","buildings","residential","space_heating","direct_combustion","wood_pellet","생물성 연소","목재난로 및 보일러","펠렛난로 및 보일러","펠렛난로","pellet consumed","documented_proxy","allocate_by_device_fuel_use","medium","The CAPSS device can serve space heat and must not be counted again as generic residential biomass.","capss_handbook_vii","Wood-boiler hot-water use remains separate."
"cw_bld_residential_space_heat_화목보일러","bld_residential_space_heat","buildings","residential","space_heating","direct_combustion","wood","생물성 연소","목재난로 및 보일러","화목난로 및 보일러","화목보일러","wood consumed","documented_proxy","allocate_by_device_end_use","high","Boilers can jointly provide space and water heat.","capss_handbook_vii","Allocate one device's fuel across end uses before applying factors."
"cw_bld_residential_space_heat_펠렛보일러","bld_residential_space_heat","buildings","residential","space_heating","direct_combustion","wood_pellet","생물성 연소","목재난로 및 보일러","펠렛난로 및 보일러","펠렛보일러","pellet consumed","documented_proxy","allocate_by_device_end_use","high","Boilers can jointly provide space and water heat.","capss_handbook_vii","Allocate one device's fuel across end uses before applying factors."
"cw_bld_residential_water_heat_화목보일러","bld_residential_water_heat","buildings","residential","water_heating","direct_combustion","wood","생물성 연소","목재난로 및 보일러","화목난로 및 보일러","화목보일러","wood consumed","documented_proxy","allocate_by_device_end_use","high","Boilers can jointly provide space and water heat.","capss_handbook_vii","Allocate one device's fuel across end uses before applying factors."
"cw_bld_residential_water_heat_펠렛보일러","bld_residential_water_heat","buildings","residential","water_heating","direct_combustion","wood_pellet","생물성 연소","목재난로 및 보일러","펠렛난로 및 보일러","펠렛보일러","pellet consumed","documented_proxy","allocate_by_device_end_use","high","Boilers can jointly provide space and water heat.","capss_handbook_vii","Allocate one device's fuel across end uses before applying factors."
"cw_bld_residential_cooking_아궁이_장작","bld_residential_cooking","buildings","residential","cooking","cooking_combustion","wood","생물성 연소","아궁이","장작","","wood consumed","documented_proxy","allocate_by_stove_end_use","high","Traditional stoves can jointly provide cooking and heating.","capss_handbook_vii","Waste and crop-residue stove fuels remain unresolved to avoid overlap with open burning."
